target question,query entities,target clarification question,valid clarifying entities,candidates,iir outputs,iir f1,iir bleu,gpt3 only query outputs,gpt3 only query f1,gpt3 only query bleu,gpt3 only actual outputs,gpt3 only actual f1,gpt3 only actual bleu,gpt3 pair outputs,gpt3 pair f1,gpt3 pair bleu,gpt3 choices outputs,gpt3 choices f1,gpt3 choices bleu,t5 only query outputs,t5 only query f1,t5 only query bleu,t5 only actual outputs,t5 only actual f1,t5 only actual bleu,t5 pair outputs,t5 pair f1,t5 pair bleu,t5 choices outputs,t5 choices f1,t5 choices bleu
Why shouldn't I take an over the counter anti-diarrhea medicine?,"['antidiarrhea', 'shouldnt']",Do you want to know about taking antidiarrhea medicine?,"{'medicin', 'take'}","[""Why shouldn't I take an over the counter anti-diarrhea medicine when I have infectious diarrhea?"", ""Why shouldn't I take an over the counter anti-diarrhea medicine?"", ""Why shouldn't I take an over the counter anti-diarrhea medicine when I have diarrhea caused by C. difficile?""]","Do you want to know about antidiarrhea, shouldnt, and infecti?",0,0.9396600131639694," I'm sorry, I don't understand what you're trying to say. Can",0,0, Do you want to know about the side effects of over the counter anti-di,0,0.626553704075208, Do you want to know about the side effects of taking an over the counter anti,0.28571428571428575,0.5490746028893664, Do you want to know about taking over the counter anti-diarrhea medicine,0.8,0.7008534286706599,Do you want to know about why antidiarrhea should be treated?,0,1.1424263334368485,Do you want to know about why you should take antidiarrhea medic,0.5,0.668740304976422,Do you want to know about why antidiarrhea should be taken?,0,1.1424263334368485,Do you want to know about why antidiarrhea medicine should be used ,0.5,1.2007785714941597
Should I be tested for Lyme disease if I don't have any symptoms?,"['diseas', 'lyme']",Do you want to know about Lyme disease?,set(),"[""Should I be tested for Lyme disease if I don't have any symptoms?"", 'Can ticks be tested for Lyme disease?']","Do you want to know about diseas, lyme, and symptom?",0,0.9396600131639694, Do you want to know about Lyme disease?,0,1.0, Do you want to know about testing for Lyme disease if you don't have any,0,0.8860807458582579, Do you want to know about testing for Lyme disease?,0,1.2007785714941597, Do you want to know about testing for Lyme disease?,0,1.2007785714941597,Do you want to know about the symptoms of Lyme?,0,1.4669044488262981,Do you want to know about why you should be tested for Lyme disease?,0,1.2007785714941597,Do you want to know about why you should be tested for Lyme disease?,0,1.2007785714941597,Do you want to know about the symptoms of Lyme disease?,0,1.2007785714941597
Can an AFP test be performed at home or in my healthcare practitioner's office?,"['afp', 'offic']",Do you want to know about the AFP test perfomed at the office?,"{'test', 'perfom'}","[""Can an AFP test be performed at home or in my healthcare practitioner's office?""]","Do you want to know about afp, offic, and practition?",0,0.6539875562351284, Do you want to know about the AFP office locations?,0,0.6539875562351284, Do you want to know about AFP tests done at your healthcare office,0.4,0.4347208719449914, Do you want to know about AFP tests done at your healthcare office,0.4,0.4347208719449914, Do you want to know about AFP tests done at your healthcare office,0.4,0.4347208719449914,Do you want to know about what happens in AFP?,0,0.8897225230820115,Do you want to know about AFP test?,0.6666666666666666,0.6065306597126334,Do you want to know about AFP test in your office,0.6666666666666666,0.5789300674674098,Do you want to know about AFP test in your office?,0.6666666666666666,0.5789300674674098
What other tests besides those included in a renal panel might be ordered to assess kidney function?,"['renal', 'test']",Do you want to know about renal tests?,set(),['What other tests besides those included in a renal panel might be ordered to assess kidney function?'],"Do you want to know about renal, test, and includ?",0,0.668740304976422, Do you want to know about renal function tests?,0,0.7987822049880149, Do you want to know about other tests that assess kidney function?,0,0.6933956560212984, Do you want to know about tests that assess kidney function?,0,0.6933956560212984, Do you want to know about tests that assess kidney function?,0,0.6933956560212984,Do you want to know about renal tests?,0,1.0,Do you want to know about other kidney tests?,0,1.4669044488262981,Do you want to know about other renal tests?,0,1.0,Do you want to know about other renal tests?,0,1.0
"If my results are negative, does that mean I don't have increased risk of breast or ovarian cancer?","['cancer', 'neg']",Do you want to know about signs of cancer?,{'sign'},"[""If my results are negative, does that mean I don't have increased risk of breast or ovarian cancer?""]","Do you want to know about cancer, neg, and result?",0,0.9396600131639694, Do you want to know about how to interpret a negative cancer test result?,0,0.5490746028893664, Do you want to know about the meaning of negative test results?,0,0.626553704075208, Do you want to know about what a negative result on a cancer test means?,0,0.5490746028893664, Do you want to know about cancer negative results?,0,0.9396600131639694,Do you want to know about if you have cancer?,0,1.5979447598498853,Do you want to know about the risks of breast cancer?,0,0.9396600131639694,Do you want to know about cancer negative?,0,1.4669044488262981,Do you want to know about cancer risk?,0,1.4669044488262981
Is ammonia testing used to detect or monitor ammonia poisoning?,"['ammonia', 'test']",Do you want to know about monitoring ammonia poisoning using ammonia testing?,"{'use', 'monitor', 'poison'}",['Is ammonia testing used to detect or monitor ammonia poisoning?'],"Do you want to know about ammonia, test, and use?",0.5,0.6968089868679392, Do you want to know about how ammonia testing is done?,0,0.6590012524083576, Do you want to know about ammonia testing for ammonia poisoning?,0.5,0.7775961503508344, Do you want to know about ammonia testing for ammonia poisoning?,0.5,0.7775961503508344, Do you want to know about ammonia testing?,0,0.6896036108934784,Do you want to know about testing for ammonia?,0,0.5798852043463434,Do you want to know about ammonia testing for poisoning,0.5,0.6968089868679392,Do you want to know about ammonia testing,0,0.6896036108934784,Do you want to know about ammonia testing,0,0.6896036108934784
Can the fecal fat test be done in my doctor's office?,"['fecal', 'test']",Do you want to know about fecal tests at the doctor?,{'doctor'},"['Can I just do the screening fecal fat test and not the 72-hour test?', ""Can the fecal fat test be done in my doctor's office?""]","Do you want to know about fecal, test, and screen?",0,0.668740304976422, Do you want to know about fecal occult blood tests?,0,0.5989311269184457, Do you want to know about fecal fat tests done at your doctor's office,0.4,0.4235077809008657, Do you want to know about fecal fat tests done in doctor's offices?,0.4,0.4235077809008657, Do you want to know about the fecal fat test?,0,0.7987822049880149,Do you want to know about fecal test?,0,0.7788007830714049,Do you want to know about fecal fat test?,0,0.7987822049880149,Do you want to know about fecal fat test?,0,0.7987822049880149,Do you want to know about fecal fat test?,0,0.7987822049880149
Can I get diabetic ketoacidosis if I have type 2 diabetes?,"['diabet', 'ketoacidosi']",Do you want to know about diabetic ketoacidosis causes from diabetes type 2?,"{'type', 'caus'}",['Can I get diabetic ketoacidosis if I have type 2 diabetes?'],"Do you want to know about diabet, ketoacidosi, and get?",0,0.4482700320176827, Do you want to know about diabetic ketoacidosis and how it is treated,0,0.4482700320176827, Do you want to know about the link between type 2 diabetes and diabetic keto,0.4,0.6238691974383496, Do you want to know about the causes of diabetic ketoacidosis?,0.6666666666666666,0.9418797380608441, Do you want to know about the causes of diabetic ketoacidosis?,0.6666666666666666,0.9418797380608441,Do you want to know about diabetic ketoacidosis?,0,0.4723665527410147,Do you want to know about diabetic ketoacidosis,0,0.4723665527410147,Do you want to know about diabetic ketoacidosis,0,0.4723665527410147,Do you want to know about diabetic ketoacidosis,0,0.4723665527410147
"I haven't changed my diet or exercise pattern, but my cholesterol has gone up since the last time it was tested. Why?","['cholesterol', 'diet']",Do you want to know about cholesterol going up while following an exercise and diet plan?,"{'exercis', 'go', 'follow', 'plan'}","[""I haven't changed my diet or exercise pattern, but my cholesterol has gone up since the last time it was tested. Why?""]","Do you want to know about cholesterol, diet, and exercis?",0.4,0.4383809688022664, Do you want to know about a diet to lower cholesterol?,0,0.5541517907978963, Do you want to know about possible causes of an increase in cholesterol?,0,0.4968396981551133, Do you want to know about possible causes of an increase in cholesterol?,0,0.4968396981551133, Do you want to know about cholesterol and diet?,0,0.44814852258510945,Do you want to know about cholesterol levels in your diet?,0,0.4383809688022664,Do you want to know about what to do with cholesterol?,0,0.31309764509566856,Do you want to know about cholesterol diets?,0,0.44814852258510945,Do you want to know about what to do with cholesterol?,0,0.31309764509566856
How would an ER physician evaluate an unconscious person or a child who is unable to tell what he or she has taken?,"['physician', 'er']",Do you want to know about ER physician procedures?,{'procedur'},['How would an ER physician evaluate an unconscious person or a child who is unable to tell what he or she has taken?'],"Do you want to know about physician, er, and tell?",0,1.0097303962829152, Do you want to know about the emergency room physician staffing schedule?,0,0.5490746028893664, Do you want to know about how an ER physician would evaluate an unconscious person or,0,0.345720784641941, Do you want to know about how an ER physician would evaluate an unconscious person or,0,0.345720784641941, Do you want to know about how an ER physician would evaluate an unconscious person or,0,0.345720784641941,Do you want to know about ER for a physician?,0,0.7788007830714049,Do you want to know about what is taken by ER physician,0,1.2007785714941597,Do you want to know about ER physician?,0,0.7788007830714049,Do you want to know about what is taken by ER physician,0,1.2007785714941597
"If it is suspected that I have an excessive clotting disorder, what tests other than LA might my doctor use to evaluate my condition?","['clot', 'disord']",Do you want to know about medical procedures regarding clotting disorder?,"{'medic', 'regard', 'procedur'}","['If it is suspected that I have an excessive clotting disorder, what tests other than LA might my doctor use to evaluate my condition?']","Do you want to know about clot, disord, and suspect?",0,0.8049059473225744, Do you want to know about clotting disorders and how they are treated?,0,0.8049059473225744, Do you want to know about other tests used to evaluate excessive clotting disorders?,0,0.580240235081671, Do you want to know about tests used to evaluate an excessive clotting disorder?,0,0.580240235081671, Do you want to know about tests used to evaluate a suspected clotting disorder?,0,0.580240235081671,Do you want to know about clotting disorder?,0,0.8854685638268697,Do you want to know about tests for excessive clotting disorder,0,0.75005115814646,Do you want to know about clotting disorder?,0,0.8854685638268697,Do you want to know about clotting disorder?,0,0.8854685638268697
What are some common risk factors for inappropriate blood clotting?,"['risk', 'clot']",Do you want to know about risk factors for blood clotting?,"{'blood', 'factor'}","['How can I determine my risk of developing a blood clot?', 'What are some common risk factors for inappropriate blood clotting?']","Do you want to know about risk, clot, and factor?",0.6666666666666666,0.6915076486107447, Do you want to know about the risks of clotting during pregnancy?,0,0.6539875562351284, Do you want to know about common risk factors for blood clotting?,0.8,0.488923022434901, Do you want to know about common risk factors for inappropriate blood clotting?,0.6666666666666666,0.7106462520913265, Do you want to know about ways to determine your risk of developing a blood clot,0.3333333333333333,0.6135293504673563,Do you want to know about risk of clotting?,0,0.7388720016189068,Do you want to know about risk factors for blood clotting,1.0,1.0,Do you want to know about risk factors for blood clotting?,1.0,1.0,Do you want to know about risk factors for blood clotting?,1.0,1.0
"If I have an HIT antibody, will it eventually go away?","['antibodi', 'hit']",Do you want to know about the HIT antibody?,set(),"['Does everyone with HIT antibodies develop HIT II?', ""Can the heparin-induced thrombocytopenia (HIT) antibody test be done in my healthcare practitioner's office?"", 'If I have an HIT antibody, will it eventually go away?', 'Should I tell all of my healthcare practitioners that I have an HIT antibody?']","Do you want to know about antibodi, hit, and practition?",0,1.0097303962829152, Do you want to know about the antibody-mediated heparin-induced th,0,0.8490786706070159, Do you want to know about the HIT antibody and if it will go away?,0,0.5081327481546147, Do you want to know about the natural history of HIT antibodies?,0,0.8860807458582579, Do you want to know about the heparin-induced thrombocy,0,1.3254977990636378,Do you want to know about HIT antibodies?,0,1.0,Do you want to know about HIT antibodies?,0,1.0,Do you want to know about HIT antibody,0,1.0,Do you want to know about HIT antibody testing,0,0.668740304976422
"Besides tests for Legionella pneumophila, what other testing may be done?","['legionella', 'test']",Do you want to know about others tests for legionella pneumophilia?,"{'other', 'pneumophilia'}","['Can water be tested for Legionella bacteria?', 'Should everyone with flu-like symptoms be tested for Legionella?', 'Is there a blood test for Legionella?', 'Besides tests for Legionella pneumophila, what other testing may be done?']","Do you want to know about legionella, test, and blood?",0,0.8266973277544403, Do you want to know about how legionella testing is done?,0,0.8266973277544403, Do you want to know about other tests that may be done for Legionella pneum,0,0.5900190585928647, Do you want to know about other tests for Legionella?,0,1.1369641416316925, Do you want to know about testing for Legionella bacteria in water?,0,0.8860807458582579,Do you want to know about how to test for legionella?,0,1.1369641416316925,Do you want to know about other tests for Legionella pneumophila,0,0.9831143441193168,Do you want to know about testing for Legionella pneumophila?,0,0.9831143441193168,Do you want to know about testing for Legionella?,0,1.1369641416316925
"In addition to MPA levels, what other tests might be ordered?","['mpa', 'test']",Do you want to know about alternative to MPA tests?,{'altern'},"['In addition to MPA levels, what other tests might be ordered?']","Do you want to know about mpa, test, and order?",0,1.2007785714941597, Do you want to know about tests used to monitor MPA levels?,0,0.5900190585928647, Do you want to know about other tests that might be ordered in addition to M,0,0.6933956560212984, Do you want to know about other tests that might be ordered along with an M,0,0.6933956560212984, Do you want to know about what other tests might be ordered in addition to M,0,0.6933956560212984,Do you want to know about MPA tests?,0,1.4598908557176542,Do you want to know about MPA levels?,0,1.1424263334368485,Do you want to know about other MPA tests?,0,1.4598908557176542,Do you want to know about other MPA tests?,0,1.4598908557176542
Can I have CAH if no CYP21A2 gene mutations were detected during genetic testing?,"['cah', 'cypa']",Do you want to know about CAH with no CYP21A2 gene mutations detected.,"{'mutat', 'gene', 'detect'}",['Can I have CAH if no CYP21A2 gene mutations were detected during genetic testing?'],"Do you want to know about cah, cypa, and genet?",0,0.4482700320176827, Do you want to know about Congenital Adrenal Hyperplasia due to,0,0.5303662601621855, Do you want to know about the possibility of having CAH if no CYP,0,0.6298729432819214, Do you want to know about the possibility of having CAH if no CYP,0,0.6298729432819214, Do you want to know about CAH and the CYP21A2 gene,0.5,0.6703200460356393,Do you want to know about CAH CYP21A2?,0,0.4723665527410147,Do you want to know about CAH if no CYP21A2 mutat,0.5,0.47398785011707933,Do you want to know about CAH CYP21A2 mutations?,0.5,0.47398785011707933,Do you want to know about CAH CYP21A2 mutations,0.5,0.47398785011707933
Should I be concerned if my doctor only orders a total calcium test and not free or ionized calcium?,"['calcuim', 'test']",Do you want to know about calcium tests differences?,"{'calcium', 'differ'}",[],"Do you want to know about calcuim, test, and calcuim?",0,0.9396600131639694, Do you want to know about calcium tests?,0.6666666666666666,0.7788007830714049, Do you want to know about the significance of a total calcium test?,0.4,0.8860807458582579, Do you want to know about the different types of calcium tests?,0.8,0.9369163177585036, Do you want to know about the purpose of a calcium test?,0.5,1.2007785714941597,Do you want to know about calcuim test?,0,1.1424263334368485,Do you want to know about calcium test?,0.6666666666666666,0.7788007830714049,Do you want to know about calcium test?,0.6666666666666666,0.7788007830714049,Do you want to know about calcuim test?,0,1.1424263334368485
What is the difference between primary CVD treatment and secondary treatment?,"['differ', 'treatment']",Do you want to know about the difference between primary CVD treatment and secondary treatment?,"{'cvd', 'secondari', 'primari'}",['What is the difference between primary CVD treatment and secondary treatment?'],"Do you want to know about differ, treatment, and primari?",0.5,0.463531438850751,"

What is the difference between the two treatments?",0,0.5842198123781711, Do you want to know about the difference between primary and secondary CVD treatment?,1.0,0.4404890495145604, Do you want to know about the difference between primary and secondary CVD treatment?,1.0,0.4404890495145604, Do you want to know about the difference between primary and secondary CVD treatment?,1.0,0.4404890495145604,Do you want to know about difference treatment?,0,0.44814852258510945,Do you want to know about the difference between primary CVD and secondary treatment,1.0,0.6129752413741056,Do you want to know about difference treatment?,0,0.44814852258510945,Do you want to know about difference treatment?,0,0.44814852258510945
Why is it important to have my blood drawn for my digoxin test at a certain time?,"['blood', 'time']",Do you want to know about what time should blood be drawn?,{'drawn'},['Why is it important to have my blood drawn for my digoxin test at a certain time?'],"Do you want to know about blood, time, and digoxin?",0,1.0097303962829152, Do you want to know how to interpret a blood clotting time test?,0,0.5900190585928647, Do you want to know about the importance of timing for a digoxin test?,0,0.6933956560212984, Do you want to know about the importance of timing for a digoxin blood test,0,0.5900190585928647, Do you want to know about the importance of timing for blood tests?,0,0.8860807458582579,Do you want to know about how long is blood pressure in your body?,0,0.6933956560212984,Do you want to know about how to get blood drawn for digoxin test?,0.4,0.7016548624658421,Do you want to know about the time of blood drawn for your digoxin test,0.5,0.6147881529512643,Do you want to know about the time of blood drawn for your digoxin test?,0.5,0.6147881529512643
How are the newly approved oral anticoagulation drugs monitored?,"['anticoagul', 'drug']",Do you want to know about monitoring recently approved mouth anticoagulation drugs?,"{'recent', 'mouth', 'monitor', 'approv'}",['How are the newly approved oral anticoagulation drugs monitored?'],"Do you want to know about anticoagul, drug, and oral?",0,0.6590012524083576, Do you want to know about anticoagulation drugs and their side effects?,0,0.6349045981040182, Do you want to know about how oral anticoagulation drugs are monitored?,0.3333333333333333,0.6713298770614694, Do you want to know about how the newly approved oral anticoagulation drugs,0.28571428571428575,0.6431451125059353, Do you want to know about monitoring oral anticoagulation drugs?,0.3333333333333333,0.5021834257655217,Do you want to know about anticoagulation drugs?,0,0.6896036108934784,Do you want to know about how to monitor the oral anticoagulation drugs,0.3333333333333333,0.5021834257655217,Do you want to know about how to monitor anticoagulation drugs,0.4,0.5129818625888013,Do you want to know about how to monitor anticoagulation drugs?,0.4,0.5129818625888013
How many days after a miscarriage would it take for a urine pregnancy test to show a negative result?,"['miscarriag', 'neg']",Do you want to know about negative pregnancy test results after miscarrying?,"{'result', 'test', 'pregnanc', 'miscarri'}",['How many days after a miscarriage would it take for a urine pregnancy test to show a negative result?'],"Do you want to know about miscarriag, neg, and result?",0.4,0.6768425257199481, Do you want to know about the meaning of a negative miscarriage test?,0.3333333333333333,0.6307153301422551, Do you want to know about how long it takes for a urine pregnancy test to,0.4444444444444445,0.7016548624658421, Do you want to know about how long it takes for a urine pregnancy test to,0.4444444444444445,0.7016548624658421, Do you want to know about how long it takes for a urine pregnancy test to,0.4444444444444445,0.7016548624658421,Do you want to know about negative miscarriage?,0,0.5355017634578989,Do you want to know about what happens after miscarriage?,0,0.6261208260094928,Do you want to know about negative results after miscarriage,0.4,0.5354397244200156,Do you want to know about negative results after miscarriage,0.4,0.5354397244200156
"If I am a smoker, does an elevated CEA level mean I have cancer?","['smoker', 'cea']",Do you want to know about being a smoker and elevated CEA levels in relation to cancer?,"{'elev', 'relat', 'level', 'cancer'}","['If I am a smoker, does an elevated CEA level mean I have cancer?']","Do you want to know about smoker, cea, and cancer?",0.4,0.463531438850751, Do you want to know about the CEA test for smokers?,0,0.5541517907978963, Do you want to know about the relationship between smoking and CEA levels?,0.28571428571428575,0.6349045981040182, Do you want to know about the relationship between smoking and CEA levels?,0.28571428571428575,0.6349045981040182, Do you want to know about the relationship between smoking and CEA levels?,0.28571428571428575,0.6349045981040182,Do you want to know about the risk of a smoker with CEA?,0,0.5541517907978963,Do you want to know about cancer levels?,0.6666666666666666,0.5798852043463434,Do you want to know about the risk of cancer?,0.3333333333333333,0.5396439888861212,Do you want to know about the risk of cancer?,0.3333333333333333,0.5396439888861212
"If I am infected but don't have symptoms, can I still spread the virus?","['spread', 'viru']",Do you want to know about spreading a virus with or without symptoms?,"{'symptom', 'without'}","['If I am infected but don¡¦t have symptoms, can I still spread the virus?']","Do you want to know about spread, viru, and still?",0,0.5475182535069453, Do you want to know about how viruses spread?,0,0.8897225230820115, Do you want to know about spreading the virus if you are infected but don't,0,0.5081327481546147, Do you want to know about asymptomatic virus transmission?,0,0.7693285502150031, Do you want to know about asymptomatic virus shedding?,0,0.7693285502150031,Do you want to know about spreading virus?,0,0.6065306597126334,Do you want to know about spreading the virus,0,0.6065306597126334,Do you want to know about spreading virus,0,0.6065306597126334,Do you want to know about spreading virus,0,0.6065306597126334
Should I tell my other healthcare providers that I am taking sirolimus?,"['provid', 'sirolimu']",Do you want to know about asking your doctor about sirolimus?,"{'ask', 'doctor'}",['Should I tell my other healthcare providers that I am taking sirolimus?'],"Do you want to know about provid, sirolimu, and take?",0,0.9396600131639694, Do you want to know about providers of sirolimus?,0,1.1424263334368485, Do you want to know about telling your other healthcare providers about taking sirolim,0,0.4961449113021113, Do you want to know about telling your other healthcare providers about taking sirolim,0,0.4961449113021113, Do you want to know about telling your other healthcare providers that you are taking s,0,0.626553704075208,Do you want to know about sirolimus treatment?,0,1.1424263334368485,Do you want to know about sirolimus?,0,1.1449774529997572,Do you want to know about sirolimus?,0,1.1449774529997572,Do you want to know about sirolimus?,0,1.1449774529997572
"Besides ZPP and lead levels, what other tests might my doctor order to monitor exposure to lead?","['lead', 'test']",Do you want to know about tests used to detect lead exposure,"{'exposur', 'use', 'detect'}","['Besides ZPP and lead levels, what other tests might my doctor order to monitor exposure to lead?', 'In addition to lead, mercury, arsenic, cadmium and chromium, what are some other metals that may be tested?']","Do you want to know about lead, test, and level?",0,0.6768425257199481, Do you want to know about lead tests and how they are done?,0,0.6768425257199481, Do you want to know about other tests to monitor exposure to lead?,0.4,0.5360705805668986, Do you want to know about other tests for lead exposure?,0.5,0.6265574618521033, Do you want to know about other tests that may be ordered to monitor exposure to,0.28571428571428575,0.4799064265619985,Do you want to know about testing for lead?,0,0.5754340934503409,Do you want to know about other tests for lead exposure?,0.5,0.6265574618521033,Do you want to know about other tests for lead exposure?,0.5,0.6265574618521033,Do you want to know about other tests for lead?,0,0.5754340934503409
How are the newly approved oral anticoagulation drugs monitored?,"['oral', 'anticoagul']",Do you want to know about how oral anticoagulation drugs are monitored?,"{'monitor', 'drug'}",['How are the newly approved oral anticoagulation drugs monitored?'],"Do you want to know about oral, anticoagul, and approv?",0,0.5475182535069453, Do you want to know about oral anticoagulation therapy?,0,0.5475182535069453, Do you want to know about how oral anticoagulation drugs are monitored?,1.0,1.0, Do you want to know about how the newly approved oral anticoagulation drugs,0.4,0.5615738594645787, Do you want to know about monitoring oral anticoagulation drugs?,1.0,0.7335378260101513,Do you want to know about oral anticoagulation?,0,0.6065306597126334,Do you want to know about how to monitor the oral anticoagulation drugs,1.0,0.7335378260101513,Do you want to know about how to monitor oral anticoagulation drugs,1.0,0.7335378260101513,Do you want to know about how to monitor oral anticoagulation drugs?,1.0,0.7335378260101513
How are testosterone levels used to monitor transgender individuals?,"['testosteron', 'transgend']",Do you want to know about the level of testosterone in transgender individuals?,"{'level', 'individu'}",['How are testosterone levels used to monitor transgender individuals?'],"Do you want to know about testosteron, transgend, and monitor?",0,0.9831143441193168, Do you want to know about testosterone therapy for transgender individuals?,0.5,0.9369163177585036, Do you want to know about how testosterone levels are used to monitor transgender individuals?,0.6666666666666666,0.6421413772475495, Do you want to know about how testosterone levels are used to monitor transgender individuals?,0.6666666666666666,0.6421413772475495, Do you want to know about how testosterone levels are used to monitor transgender individuals?,0.6666666666666666,0.6421413772475495,Do you want to know about testosterone levels in transgender women?,0.5,0.7878495729958358,Do you want to know about testosterone levels for transgender individuals,1.0,0.9806095408359097,Do you want to know about testosterone levels used to monitor transgender individuals,0.6666666666666666,0.6421413772475495,Do you want to know about testosterone levels for monitoring transgender individuals?,0.8,0.7765087501607633
Can my healthcare practitioner choose from a variety of platelet function tests?,"['healthcar', 'function']",Do you want to know about a variety of platelet function test from your healthcare practitioner?,"{'practition', 'test', 'platelet', 'varieti'}","['Can my healthcare practitioner choose from a variety of platelet function tests?', 'What other tests might my healthcare practitioner do to check pancreas function?']","Do you want to know about healthcar, function, and pancrea?",0,0.5541517907978963, Do you want to know about what healthcare functions are available to you?,0,0.5541517907978963, Do you want to know about the different types of platelet function tests?,0.5,0.4868159678472577, Do you want to know about the different types of platelet function tests?,0.5,0.4868159678472577, Do you want to know about different types of tests used to check pancreas,0.2,0.4540625223322113,Do you want to know about how to improve your healthcare function?,0,0.5541517907978963,Do you want to know about what to do with platelet function tests?,0.6666666666666666,0.5129818625888013,Do you want to know about what to do with platelet function tests?,0.6666666666666666,0.5129818625888013,Do you want to know about what tests to do for pancreas function,0.3333333333333333,0.5541517907978963
Is the CK test used for purposes other than detecting skeletal muscle damage?,"['ck', 'purpos']",Do you want to know about the purposes of a ck test?,{'test'},['Is the CK test used for purposes other than detecting skeletal muscle damage?'],"Do you want to know about ck, purpos, and use?",0,0.9396600131639694, Do you want to know about the purposes of a creatinine kinase test,0.5,0.5989311269184457, Do you want to know about other uses for the CK test?,0.6666666666666666,1.2007785714941597, Do you want to know about other uses for the CK test?,0.6666666666666666,1.2007785714941597, Do you want to know about other purposes for the CK test?,1.0,1.0,Do you want to know about ck purposes?,0,1.2276169872346532,Do you want to know about CK test for skeletal muscle damage,0.4,0.7016548624658421,Do you want to know about ck tests?,1.0,1.4598908557176542,Do you want to know about CK tests for skeletal muscle damage,0.4,0.7016548624658421
"If I have been diagnosed with lupus, will it ever go away?","['diagnos', 'lupu']",Do you want to know about lupus diagnoses?,set(),"['Should I tell all my healthcare providers about being diagnosed with drug-induced lupus?', 'Why might it take a long time to be diagnosed with lupus?', 'If I have been diagnosed with lupus, will it ever go away?']","Do you want to know about diagnos, lupu, and tell?",0,0.9396600131639694, Do you want to know about what to expect after being diagnosed with lupus,0,1.0097303962829152, Do you want to know about the prognosis of lupus?,0,1.4669044488262981, Do you want to know about the prognosis of lupus?,0,1.4669044488262981, Do you want to know about why it might take a long time to be diagnosed,0,0.5490746028893664,Do you want to know about lupus diagnosis?,0,1.1336572421364886,Do you want to know about lupus diagnosis,0,1.1336572421364886,Do you want to know about lupus diagnosis,0,1.1336572421364886,Do you want to know about lupus diagnosis?,0,1.1336572421364886
"How can I test my soil, water, or the paint on my house for heavy metals?","['heavi', 'metal']",Do you want to know about heavy metal detection tests?,"{'detect', 'test'}","['How can I test my soil, water, or the paint on my house for heavy metals?']","Do you want to know about heavi, metal, and paint?",0,0.5475182535069453, Do you want to know about the dangers of heavy metal exposure?,0,0.8860807458582579," Do you want to know about testing for heavy metals in soil, water, or",0.4,0.7419096884247227," Do you want to know about testing for heavy metals in soil, water, or",0.4,0.7419096884247227, Do you want to know about testing for heavy metals?,0.6666666666666666,1.0395168561479835,Do you want to know about heavy metals?,0,0.6065306597126334,"Do you want to know about how to test heavy metals in soil, water or pa",0.3333333333333333,0.6135293504673563,"Do you want to know about how to test for heavy metals in soil, water or p",0.3333333333333333,0.6135293504673563,"Do you want to know about testing for heavy metals in soil, water or paint?",0.3333333333333333,0.6135293504673563
"If I have been diagnosed with lupus, will it ever go away?","['lup', 'away']",Do you want to know about if lupus can go away,"{'go', 'lupu'}",[],"Do you want to know about lup, away, and lup?",0,0.9396600131639694," I'm sorry, I don't understand what you mean by ""lups away",0,0.5734593484539029, Do you want to know about the prognosis of lupus?,0.5,1.1424263334368485, Do you want to know about the prognosis of lupus?,0.5,1.1424263334368485," I'm sorry, I don't understand what you mean by ""lups away",0,0.5734593484539029,Do you want to know about how to remove lups?,0,1.0322987238701848,Do you want to know about lupus diagnosis,0.5,0.8828931479104666,Do you want to know about lupus?,0.6666666666666666,0.8510876391968751,Do you want to know about what to do with lups?,0,1.0346039206186775
"If I have the same MTHFR gene mutations as a relative, why is my homocysteine level significantly different?","['homocystein', 'differ']",Do you want to know about why your homocysteine level is different?,{'level'},"['If I have the same MTHFR gene mutations as a relative, why is my homocysteine level significantly different?']","Do you want to know about homocystein, differ, and mthfr?",0,0.7987822049880149,"

Do you want to know about homocysteine testing and what the",0,0.8828931479104666, Do you want to know about why your homocysteine level is different from,1.0,1.0, Do you want to know about why your homocysteine level is different from,1.0,1.0, Do you want to know about why your homocysteine level is different than,1.0,1.0,Do you want to know about different types of homocysteine?,0,1.0097303962829152,Do you want to know about MTHFR gene mutations?,0,0.8490786706070159,Do you want to know about how to get homocysteine levels different?,0.6666666666666666,0.7008534286706599,Do you want to know about how to differentiate homocysteine levels,0.6666666666666666,1.2007785714941597
Are there other genetic changes that my healthcare practitioner may test for with leukemia?,"['leukemia', 'test']",Do you want to know about genetic tests for leukemia,{'genet'},"['Are there other genetic changes that my healthcare practitioner may test for with leukemia?', 'Should everyone with leukemia be tested?', 'Should everyone with leukemia be tested?', 'Should everyone with leukemia be tested?']","Do you want to know about leukemia, test, and genet?",1.0,1.0676599048520075, Do you want to know about how leukemia is diagnosed?,0,1.1424263334368485, Do you want to know about other genetic changes that may be tested for with leukemia,0.5,0.5615738594645787, Do you want to know about other genetic changes that may be tested for with leukemia,0.5,0.5615738594645787, Do you want to know about other genetic changes that may be tested for with leukemia,0.5,0.5615738594645787,Do you want to know about testing for leukemia?,0,1.4598908557176542,Do you want to know about genetic changes to leukemia,0.6666666666666666,0.7987822049880149,Do you want to know about genetic changes that may be tested for with leukemia?,0.5,0.5615738594645787,Do you want to know about testing for leukemia?,0,1.4598908557176542
